Index,reviewId,appTitle,userName,date,score_x,text,TrueDate,category,summary,installs,minInstalls,score_y,ratings,reviews,free,offersIAP,size,androidVersionText,developerId,genreId,familyGenreId,contentRating,adSupported,released,updated,version,recentChanges,appId,url,newText,reviewLen,Akash,Christian,Connor,Bug reports,Feature requests,User experiences,Ratings,
610183,3579693,MINION RUSH: DESPICABLE ME OFFICIAL GAME,Frikkie Pretorius,"March 28, 2019",5,I love it iets challenging a bit big. but I love it,2019-04-07,FAMILY,Run and have fun with the Minions in the official Despicable Me game!,"100,000,000+",100000000,4.4530416,10414572,3310719,True,True,Varies with device,Varies with device,4.82682778794697E+018,GAME_CASUAL,FAMILY_ACTION,Everyone 10+,True,"Jun 13, 2013",1553293695000,Varies with device,Fixed an issue that could cause crashes when launching.,com.gameloft.android.ANMP.GloftDMHM,"https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftDMHM&hl=en&gl=us""appTitle",I love it a bit big but I love it,10,Y,Y,N,,,,,
631496,3661283,LOSE BELLY FAT IN 30 DAYS - FLAT STOMACH,Joe Davis,"March 19, 2019",5,good work out,2019-04-07,HEALTH_AND_FITNESS,Want to Lose Belly Fat fast at Home?<br>Want to get a Flat Stomach in 30 days?,"10,000,000+",10000000,4.8615537,137158,52622,True,False,10M,4.2 and up,Leap+Fitness+Group,HEALTH_AND_FITNESS,,Everyone,True,"Apr 12, 2018",1552662233000,1.1.5,,losebellyfat.flatstomach.absworkout.fatburning,"https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning&hl=en&gl=us""appTitle",good work out,3,Y,Y,N,,,,,
763355,4092136,PAYPAL MOBILE CASH: SEND AND REQUEST MONEY FAST,UK_philemon.bodiba,"April 7, 2019",5,Great. It does what it says..,2019-04-07,FINANCE,"The PayPal mobile app is the secure way to send, receive, and access your money.","50,000,000+",50000000,4.407299,901959,306835,True,False,56M,4.4 and up,PayPal+Mobile,FINANCE,,Everyone,False,,1553030767000,7.6.0,We’ve fixed some bugs and made improvements to how your balance and balance transactions are displayed.,com.paypal.android.p2pmobile,"https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en&gl=us""appTitle",Great It does what it,5,Y,Y,N,,,,,
456246,2571454,,A Google User,"March 28, 2019",1,"This game has changed a lot. the first time I downloaded it, was nice. it covers a lot of space and we can't run as far as possible. only till the target get complete",2019-05-01,FAMILY,,,,,,,,,,,,,,,,,,,,,,This game a lot the first time I it was nice it a lot of space and we cant run as far as possible only till the target get complete,30,Y,Y,N,,,,,
760249,4082924,FRESH EBT - FOOD STAMP BALANCE,A Google User,"January 25, 2019",1,It's a scam and will steal your card information,2019-04-07,FINANCE,"Check your EBT Card balance and Food Stamp spending. Accurate, free, and secure!","1,000,000+",1000000,4.600252,39635,15498,True,False,12M,4.0.3 and up,7.86521091926974E+018,FINANCE,,Everyone,False,"Dec 24, 2015",1553546159000,3.1.9,Bug fixes and updates. We&#39;re always working to make Fresh EBT better for you!,com.propel.ebenefits,https://play.google.com/store/apps/details?id=com.propel.ebenefits&hl=en&gl=us,Its a scam and will steal your card information,9,Y,Y,N,,,,,
148995,1111848,DUOLINGO: LEARN LANGUAGES FREE,Ok Ok,"April 20, 2019",5,best languages learning app ever,2019-04-21,FAMILY,"Learn English, Spanish, French, German, Italian and more languages for free.","100,000,000+",100000000,4.719991,7398468,2871008,True,True,Varies with device,Varies with device,6.95768545445261E+018,EDUCATION,FAMILY_EDUCATION,Everyone,True,"May 29, 2013",1554315120000,Varies with device,"New and improved Spanish and French courses are now available for most users! The new courses are a major step forward in getting you to a higher level of language proficiency. These courses now have 800 new words each and dozens of illustrated tips on grammar, pronunciation, and common phrases.<br><br>This change may appear to cause a loss of progress for some advanced users, but we’re really just adding more new content to learn! More details coming to our blog this week: making.duolingo.com",com.duolingo,"https://play.google.com/store/apps/details?id=com.duolingo&hl=en&gl=us""appTitle",best learning ever,3,Y,Y,N,,,,,
747239,4044309,UNICORN SLIME MAKER AND SIMULATOR,Amruta Kar,"February 13, 2019",5,It is very interesting 😊,2019-04-07,LIFESTYLE,Unicorn Slime Maker and Simulator Rainbow Satisfying App - play Release Stress,"5,000,000+",5000000,3.644892,18569,9661,True,True,50M,4.1 and up,Kitchen+Tale,LIFESTYLE,,Everyone,True,"Sep 13, 2018",1554544214000,2.2,"New Glitter Slime, Unicorn Horse Making, Mermaid Slime and Chocolate Slime <br>Zombie,Halloween Theme Slime,Winter Slime, 3D Slime Simulator Added,Glow in the Dark Slime Added and Many More<br>Bug Fixes<br>Foot Ball Slime  and Makeup slime with lots of cosmetic <br>New Toilet Toys<br>Improve Game Play<br>Slime Free Play **<br>Bug Fixed",com.kt.oodlysatisfying.slimemaker,https://play.google.com/store/apps/details?id=com.kt.oodlysatisfying.slimemaker&hl=en&gl=us,It is very interesting,4,Y,Y,N,,,,,
575689,3442059,DUOLINGO: LEARN LANGUAGES FREE,Amber Levie,"March 10, 2019",5,i feel like it's helping me learn Spanish.,2019-03-13,FAMILY,"Learn English, Spanish, French, German, Italian and more languages for free.","100,000,000+",100000000,4.719991,7398468,2871008,True,True,Varies with device,Varies with device,6.95768545445261E+018,EDUCATION,FAMILY_EDUCATION,Everyone,True,"May 29, 2013",1554315120000,Varies with device,"New and improved Spanish and French courses are now available for most users! The new courses are a major step forward in getting you to a higher level of language proficiency. These courses now have 800 new words each and dozens of illustrated tips on grammar, pronunciation, and common phrases.<br><br>This change may appear to cause a loss of progress for some advanced users, but we’re really just adding more new content to learn! More details coming to our blog this week: making.duolingo.com",com.duolingo,"https://play.google.com/store/apps/details?id=com.duolingo&hl=en&gl=us""appTitle",i feel like its helping me learn,7,Y,Y,N,,,,,
169594,1350029,SPOTIFY - MUSIC AND PODCASTS,Darsskiiieee Gaminggg,"April 19, 2019",5,i love it all my favorite music is here😍😘thank u spotify😘,2019-04-21,MUSIC_AND_AUDIO,Spotify gives you instant access to millions of songs and podcasts.,"100,000,000+",100000000,4.569571,14687107,4448422,True,False,Varies with device,Varies with device,Spotify+Ltd.,MUSIC_AND_AUDIO,,Teen,True,"May 27, 2014",1554448649000,Varies with device,"We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.",com.spotify.music,"https://play.google.com/store/apps/details?id=com.spotify.music&hl=en&gl=us""appTitle",i love it all my favorite music is u,9,Y,Y,N,,,,,
600070,3541080,BOWMASTERS,Jhared krisniel Turla,"April 2, 2019",4,123456 Ltd Fffr566 tab is a little bit of a problem with a,2019-04-07,GAME_ACTION,A brand new version of the world-famous game with bowmen.,"50,000,000+",50000000,4.641812,2561203,1103967,True,True,Varies with device,4.1 and up,5.93361142994296E+018,GAME_ACTION,,Teen,True,"Nov 10, 2016",1545234945000,2.12.5,Bug fixes and general improvements.,com.miniclip.bowmasters,"https://play.google.com/store/apps/details?id=com.miniclip.bowmasters&hl=en&gl=us""appTitle",123456 Fffr566 tab is a little bit of a problem with a,12,Y,Y,N,,,,,
494386,2716121,TUBI - FREE MOVIES & TV SHOWS,Harlan Quintana,"April 13, 2019",5,it is cool,2019-04-14,ENTERTAINMENT,"Stream Movies &amp; TV Shows in Holiday, Anime, Horror, Reality &amp; More!","10,000,000+",10000000,4.3751345,470487,198553,True,False,15M,4.1 and up,9.00520738732849E+018,ENTERTAINMENT,,Teen,True,"Sep 19, 2014",1554668612000,2.19,,com.tubitv,"https://play.google.com/store/apps/details?id=com.tubitv&hl=en&gl=us""appTitle",it is cool,3,Y,Y,N,,,,,
270937,2274166,,Eleanor Wilmot,"April 28, 2019",5,Great app! so easy to scan barcodes and use alongside my fitbit.,2019-05-01,HEALTH_AND_FITNESS,,,,,,,,,,,,,,,,,,,,,,Great so easy to scan and use alongside my,9,Y,Y,N,,,,,
294452,2310498,,Filips Reiniks,"April 21, 2019",5,really fun to play,2019-05-01,GAME_ACTION,,,,,,,,,,,,,,,,,,,,,,really fun to play,4,Y,Y,N,,,,,
778474,4137144,CASH APP,Doug Cook,"March 9, 2019",5,I'll update my terrible review to a more positive one when they clear up the problem that is affecting many right now as i just discovered. It's the first item addressed in the 'Support' section of the cash app now. they are apparently working hard to fix the problem with failed transactions. I will update if/when fixed... UPDATE: The app is working fine now. It's a very handy app now that the bugs have been worked on. Transferring funds between bank and debit card is almost instantaneous. A+++,2019-04-07,FINANCE,"Pay your friends instantly, and cash out to your bank for FREE!","10,000,000+",10000000,4.0377507,71548,27566,True,False,13M,5.0 and up,4.87887173492826E+018,FINANCE,,Everyone,False,"Oct 15, 2013",1554265263000,2.46.4,Various bug fixes and improvements,com.squareup.cash,"https://play.google.com/store/apps/details?id=com.squareup.cash&hl=en&gl=us""appTitle",Ill update my terrible review to a more positive one when they clear up the problem that is affecting many right now as i just discovered Its the first item in the Support section of the cash now they are apparently working hard to fix the problem with I will update fixed UPDATE The is working fine now Its a very handy now that the have been worked on Transferring funds between bank and debit card is almost instantaneous A,80,Y,Y,N,,,,,
748482,4048108,FANTASTIC FACE – DAILY FACE & BEAUTY COMPETITION,Jillian McBride,"January 19, 2019",4,thos game is fun but some more stuff needs to be free any ways i love this game!!!!!!,2019-04-07,LIFESTYLE,Learn more about yourself！,"1,000,000+",1000000,2.2126925,13630,9546,True,True,31M,4.4 and up,VIPTOP+DATA+LIMITED,LIFESTYLE,,Everyone,True,"Nov 20, 2018",1554278924000,1.4.5,Fix bugs,com.hy.sfacer,"https://play.google.com/store/apps/details?id=com.hy.sfacer&hl=en&gl=us""appTitle",game is fun but some more stuff needs to be free any ways i love this game,17,Y,Y,N,,,,,
114091,660259,YOUTUBE KIDS,Reyyan Emin,"April 22, 2019",5,it is more 4 kids,2019-05-09,FAMILY,Best video app for all kids,"50,000,000+",50000000,4.4441032,685543,238017,True,False,Varies with device,Varies with device,5.70031361878618E+018,ENTERTAINMENT,FAMILY_MUSICVIDEO,Everyone,True,"Feb 23, 2015",1553709777000,Varies with device,"By popular request, we&#39;re giving parents more power than ever before. You now have even more control and can hand-pick every channel and video that your child sees.",com.google.android.apps.youtube.kids,"https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids&hl=en&gl=us""appTitle",it is more 4,4,Y,Y,N,,,,,
171426,1370815,SPOTIFY - MUSIC AND PODCASTS,Nathon Webber,"April 18, 2019",2,Spotify have listended and improved the user experience of the app and its load times however I can't change my startl rating yet. since the latest updateusic wont play properly on my galaxy s9 the audio keeps stopping now and against especially when the screen goes off. there isn't anything wrong with my internet connection and o haven't restricted the apps background data or put it to sleep.,2019-04-21,MUSIC_AND_AUDIO,Spotify gives you instant access to millions of songs and podcasts.,"100,000,000+",100000000,4.569571,14687107,4448422,True,False,Varies with device,Varies with device,Spotify+Ltd.,MUSIC_AND_AUDIO,,Teen,True,"May 27, 2014",1554448649000,Varies with device,"We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.",com.spotify.music,"https://play.google.com/store/apps/details?id=com.spotify.music&hl=en&gl=us""appTitle",have and the user experience of the and its load times however I cant change my rating yet since the latest wont play properly on my galaxy s9 the audio stopping now and against especially when the screen goes off there anything wrong with my connection and o havent restricted the background data or put it to sleep,58,Y,Y,N,,,,,
39663,180771,AMAZON PRIME VIDEO,keith B.,"May 2, 2019",4,"happy with amazon prime as can download what I want to watch on the go.has a wide range of movies, t.v series.",2019-05-09,ENTERTAINMENT,Watch TV shows and movies including award-winning Amazon exclusives.,"100,000,000+",100000000,4.3080783,768766,251592,True,True,Varies with device,4.1 and up,Amazon+Mobile+LLC,ENTERTAINMENT,,Teen,True,"Aug 28, 2017",1554149728000,Varies with device,Enjoy Amazon Prime Video in over 200 countries and territories around the globe! <br>Download movies and TV shows using Wi-Fi or cellular networks.,com.amazon.avod.thirdpartyclient,"https://play.google.com/store/apps/details?id=com.amazon.avod.thirdpartyclient&hl=en&gl=us""appTitle",happy with prime as can what I want to watch on the a wide range of series,17,Y,Y,N,,,,,
15442,53062,AMAZON ALEXA,Brian Kowalski,"December 27, 2018",4,"Works to bring together various smart home devices into one Alexa controlled ecosystem, however there are absolutely no widgets. I'd love the ability to interact with routines and Amazon devices like the plug from the home screen. It generally meets my expectations but widgets are a must when it comes to smart home.",2019-03-09,MUSIC_AND_AUDIO,"ALWAYS READY, CONNECTED, AND FAST. Just ask.","10,000,000+",10000000,3.4438252,69791,34182,True,False,Varies with device,Varies with device,Amazon+Mobile+LLC,MUSIC_AND_AUDIO,,Everyone,False,"Nov 17, 2014",1554231858000,Varies with device,Various bug fixes and performance improvements.,com.amazon.dee.app,"https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en&gl=us""appTitle",Works to bring together various smart home into one ecosystem however there are absolutely no Id love the ability to interact with and like the plug from the home screen It generally my but are a must when it comes to smart home,43,Y,Y,N,,,,,
441638,2548775,,Killer Dragonoc,"April 30, 2019",5,yo hella nice graphics update,2019-05-01,FAMILY,,,,,,,,,,,,,,,,,,,,,,yo nice graphics update,4,Y,Y,N,,,,,
325558,2366544,,Josh Pickles,"April 4, 2019",5,best streaming app ever!!,2019-05-01,ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,best streaming ever,3,Y,Y,N,,,,,
719865,3963239,PBS KIDS VIDEO,A Google User,"November 21, 2017",5,I'm only 11 and love this app,2019-04-07,EDUCATION,"Stream TV Shows, Full Episodes, Live TV &amp; Cartoons with the PBS KIDS Video App.","5,000,000+",5000000,4.214824,37803,8707,True,False,Varies with device,Varies with device,8.33214944794552E+018,EDUCATION,FAMILY_MUSICVIDEO,Everyone,False,"Jun 24, 2014",1554299819000,Varies with device,* Significant video player performance and buffering improvements. <br>* Fixed multiple bugs and made several stability improvements.,org.pbskids.video,"https://play.google.com/store/apps/details?id=org.pbskids.video&hl=en&gl=us""appTitle",only 11 and love this,5,Y,Y,N,,,,,
827562,4287841,CVS/PHARMACY,Barbara Higgins,"September 29, 2018",4,I like this app for printing pics from home,2019-03-16,HEALTH_AND_FITNESS,"The official CVS/pharmacy® app for prescriptions, ExtraCare® coupons and photo.","10,000,000+",10000000,4.378564,156782,53720,True,False,60M,4.4 and up,CVS+Pharmacy,HEALTH_AND_FITNESS,,Everyone,False,"Jun 15, 2011",1552331166000,5.3.0,This update includes minor bug fixes and improvements to make your app experience even better!,com.cvs.launchers.cvs,"https://play.google.com/store/apps/details?id=com.cvs.launchers.cvs&hl=en&gl=us""appTitle",I like this for printing from home,7,Y,Y,N,,,,,
397503,2482555,,Robert Elkins,"March 4, 2019",1,Terrible app! Stay away if you don't need to use it. So many other apps to use that work way better. And dont have daily limits. What a joke.,2019-05-01,FINANCE,,,,,,,,,,,,,,,,,,,,,,Terrible Stay away if you dont need to use it So many other to use that work way better And dont have daily What a joke,26,Y,Y,N,,,,,
384309,2462574,,farah 2006,"April 15, 2019",4,it is a great app... i personally love it... it realky helps me sisyer wuth her maths...,2019-05-01,EDUCATION,,,,,,,,,,,,,,,,,,,,,,it is a great i personally love it it me her,11,Y,Y,N,,,,,
231597,1927661,BITMOJI – YOUR PERSONAL EMOJI,Gina Horn,"March 23, 2019",5,My husband and I text each other every day. While he's at work he checks in with me to let me know how his day is going. It's fun to send cute or funny bitmoji to each other. We just wish we could do couple ones.,2019-04-01,ENTERTAINMENT,Bitmoji is your personal emoji. Use it in Snapchat and wherever else you chat!,"100,000,000+",100000000,4.62598,2799119,1022882,True,True,Varies with device,Varies with device,Bitstrips,ENTERTAINMENT,,Teen,False,"Oct 28, 2014",1554304389000,Varies with device,Bug fixes and performance improvements.,com.bitstrips.imoji,"https://play.google.com/store/apps/details?id=com.bitstrips.imoji&hl=en&gl=us""appTitle",My husband and I text each other every day While at work he in with me to let me know how his day is going Its fun to send cute or funny to each other We just wish we could do couple,42,Y,Y,N,,,,,
329519,2373267,,lil the runner,"April 21, 2019",5,it very fun and easy no purchases (unless you want merch) or ads and a bunch of stickers you DON'T have to pay for OR download. overall it is a great app,2019-05-01,ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,it very fun and easy no unless you want merch or and a bunch of stickers you DONT have to pay for OR overall it is a great,28,Y,Y,N,,,,,
523154,3056780,KICK THE BUDDY,Omayra Gonzalez,"April 13, 2019",5,I love you guys,2019-04-14,GAME_ACTION,Relief stress with Kick the Buddy! Limitless arsenal to beat at your disposal!,"100,000,000+",100000000,4.308717,1728770,707846,True,True,Varies with device,4.4 and up,7.48681472010041E+018,GAME_ACTION,,Teen,True,"May 22, 2018",1530794501000,Varies with device,We are ready to make your game experience even greater! Bugs are fixed and game performance is optimized. Enjoy!<br><br>Our team reads all reviews and always tries to make the game better. Please leave us some feedback if you love what we do and feel free to suggest any improvements.,com.playgendary.kickthebuddy,"https://play.google.com/store/apps/details?id=com.playgendary.kickthebuddy&hl=en&gl=us""appTitle",I love you,3,Y,Y,N,,,,,
643357,3717657,FITBIT,Mary Kay Hunter,"April 4, 2019",2,Until recently I've enjoyed my Fitbit and the app. I've used it for about 9 months and have had no problems till around a month ago. Seems my activity is not syncing anymore. I looked tonight and realized nothing since March 11. Then I started looking at other parts. the only thing consistently syncing is steps. is deleted activity and other things as well. Very frustrating...I see I'm not alone. Please fix it!,2019-04-07,HEALTH_AND_FITNESS,"Fitbit is dedicated to helping people lead healthier, more active lives.","10,000,000+",10000000,3.8835878,432498,190846,True,False,Varies with device,Varies with device,"Fitbit,+Inc.",HEALTH_AND_FITNESS,,Everyone,False,"Mar 16, 2012",1551974047000,Varies with device,*Bug fixes and performance improvements,com.fitbit.FitbitMobile,"https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile&hl=en&gl=us""appTitle",Until recently my and the used it for about 9 and have had no till around a month ago my activity is not I tonight and nothing since March 11 Then I looking at other the only thing consistently is is activity and other as well Very see not alone Please fix it,53,Y,Y,N,,,,,
250500,2179432,BANK OF AMERICA MOBILE BANKING,jim mariano,"March 27, 2019",5,very convenient and easy to use best on line application for mobile banking,2019-04-01,FINANCE,"View balances, make transfers, deposit checks with the Bank of America App.","10,000,000+",10000000,4.4908147,465738,150413,True,False,56M,4.4 and up,5.6158370242016E+018,FINANCE,,Everyone,False,,1553112410000,8.1.8,"We’ve updated the app with our new logo.<br><br>In this release:<br>• Cash Rewards credit card holders can select online shopping, dining, or another category each month as their 3% cash back choice<br>• Checking customers can view Bill Pay history, manage automatic Bill Pay plans, request eBills, and more<br>• Debit card holders can set daily limits for debit card purchases and ATM withdrawals<br>• Erica will notify you when you qualify for Preferred Rewards and allow you to easily enroll",com.infonow.bofa,"https://play.google.com/store/apps/details?id=com.infonow.bofa&hl=en&gl=us""appTitle",very convenient and easy to use best on line application for mobile banking,13,Y,Y,N,,,,,
160187,1242667,PAYPAL MOBILE CASH: SEND AND REQUEST MONEY FAST,Dark Night,"April 21, 2019",1,hate it not responding and can't even login always telling sorry we're having some trouble completing your request i been trying to login for 1 month guess it means it will login when im dead,2019-04-21,FINANCE,"The PayPal mobile app is the secure way to send, receive, and access your money.","50,000,000+",50000000,4.407299,901959,306835,True,False,56M,4.4 and up,PayPal+Mobile,FINANCE,,Everyone,False,,1553030767000,7.6.0,We’ve fixed some bugs and made improvements to how your balance and balance transactions are displayed.,com.paypal.android.p2pmobile,"https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en&gl=us""appTitle",hate it not and cant even login always telling sorry were some trouble your request i been trying to login for 1 month guess it it will login when dead,30,Y,Y,N,,,,,
587676,3491880,SLITHER.IO,A Google User,"April 1, 2019",5,very nice game,2019-04-07,GAME_ACTION,Play online with people all over the world! Can YOU become the longest player?,"100,000,000+",100000000,4.357608,5614610,2292969,True,True,Varies with device,2.3 and up,Lowtech+Studios,GAME_ACTION,,Everyone,True,"Mar 25, 2016",1510700916000,Varies with device,New skins!<br><br>Build a slither: Create your own skin!,air.com.hypah.io.slither,"https://play.google.com/store/apps/details?id=air.com.hypah.io.slither&hl=en&gl=us""appTitle",very nice game,3,Y,Y,N,,,,,
296920,2315037,,Logan Cunningham,"April 22, 2019",5,I don't think there's any guns but it's still fun to play,2019-05-01,GAME_ACTION,,,,,,,,,,,,,,,,,,,,,,I dont think theres any but its still fun to play,11,Y,Y,N,,,,,
767774,4105028,FRESH EBT - FOOD STAMP BALANCE,Sophia Flores,"April 3, 2019",5,I love this app.,2019-04-07,FINANCE,"Check your EBT Card balance and Food Stamp spending. Accurate, free, and secure!","1,000,000+",1000000,4.600252,39635,15498,True,False,12M,4.0.3 and up,7.86521091926974E+018,FINANCE,,Everyone,False,"Dec 24, 2015",1553546159000,3.1.9,Bug fixes and updates. We&#39;re always working to make Fresh EBT better for you!,com.propel.ebenefits,https://play.google.com/store/apps/details?id=com.propel.ebenefits&hl=en&gl=us,I love this,3,Y,Y,N,,,,,
605002,3560886,HELIX JUMP,A Google User,"March 30, 2019",5,it's just quick and reliable,2019-04-07,GAME_ACTION,Get to the bottom!,"100,000,000+",100000000,4.3662224,3607465,1462464,True,True,43M,4.4 and up,VOODOO,GAME_ACTION,,Everyone,True,"Mar 12, 2018",1551457642000,2.1,,com.h8games.helixjump,"https://play.google.com/store/apps/details?id=com.h8games.helixjump&hl=en&gl=us""appTitle",its just quick and reliable,5,Y,Y,N,,,,,
215572,1671934,HELIX JUMP,Trushant Rathod,"March 28, 2019",5,Not good game but okk,2019-04-01,GAME_ACTION,Get to the bottom!,"100,000,000+",100000000,4.3662224,3607465,1462464,True,True,43M,4.4 and up,VOODOO,GAME_ACTION,,Everyone,True,"Mar 12, 2018",1551457642000,2.1,,com.h8games.helixjump,"https://play.google.com/store/apps/details?id=com.h8games.helixjump&hl=en&gl=us""appTitle",Not good game but,4,Y,Y,N,,,,,
439073,2544704,,Robert Yale Richardson,"April 9, 2019",1,Drains the battery on my phone because it displays usage of anything on my network. How do I shut this off?,2019-05-01,LIFESTYLE,,,,,,,,,,,,,,,,,,,,,,the battery on my phone because it usage of anything on my network How do I shut this off,19,Y,Y,N,,,,,
441053,2547879,,A Google User,"March 31, 2019",5,ok it is good,2019-05-01,LIFESTYLE,,,,,,,,,,,,,,,,,,,,,,it is good,3,Y,Y,N,,,,,
46520,220445,"HULU: STREAM TV, MOVIES & MORE",Kristina Lumley,"April 29, 2019",5,love it. we get everything we want and can modfiy our plan as we need it.,2019-05-09,ENTERTAINMENT,"Hulu: Get exclusive seasons, movies, Originals, and more - now offering Live TV","10,000,000+",10000000,4.020658,347468,106853,True,False,Varies with device,5.0 and up,Hulu,ENTERTAINMENT,,Teen,True,"Jun 22, 2011",1554419820000,Varies with device,This release includes bug fixes and more spring-cleaning work. Get the latest version of our app and continue enjoying your Hulu favorites!,com.hulu.plus,"https://play.google.com/store/apps/details?id=com.hulu.plus&hl=en&gl=us""appTitle",love it we get everything we want and can our plan as we need it,15,Y,Y,N,,,,,
226317,1881869,NETFLIX,Eva Xandria,"March 25, 2019",5,i can watch everything i want yayyyyy,2019-04-01,ENTERTAINMENT,Netflix is the leading subscription service for watching TV episodes and movies.,"500,000,000+",500000000,4.4488134,6401919,2006574,True,True,Varies with device,Varies with device,"Netflix,+Inc.",ENTERTAINMENT,,Teen,False,"May 5, 2011",1554398258000,Varies with device,Someone eyeing your Netflix app on the bus? Make sure it’s the latest and greatest. Get the update for our best experience yet.<br><br>No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.,com.netflix.mediaclient,"https://play.google.com/store/apps/details?id=com.netflix.mediaclient&hl=en&gl=us""appTitle",i can watch everything i want,6,Y,Y,N,,,,,
334799,2382337,,Dont Subscribe,"April 30, 2019",3,the selection is alright. i really dont like the ads i see when i first come on. I'm paying for this i shouldn't be seeing any ads at all.,2019-05-01,ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,the selection is alright i really dont like the i see when i first come on paying for this i shouldnt be seeing any at all,26,Y,Y,N,,,,,
446922,2556927,,Allison Payne,"April 9, 2019",5,Wonderful I just have one issue when I try to watch the free chest ad it exits the game please fix it I love the game soooooooo much!!! also I have something you could add maybe trading where you go to someone's profile then press trade request and if they accept you can like offer things that way if they dont want it they can give it away. but whether you do or not I LOVE THE GAME SO MUCH!!!!!,2019-05-01,FAMILY,,,,,,,,,,,,,,,,,,,,,,Wonderful I just have one issue when I try to watch the free chest ad it the game please fix it I love the game so much also I have something you could add maybe trading where you go to profile then press trade request and if they accept you can like offer that way if they dont want it they can give it away but whether you do or not I LOVE THE GAME SO MUCH,77,Y,Y,N,,,,,
406074,2494909,,Tricky Fox,"March 8, 2019",5,"Very easy, very quick. I highly recommend.",2019-05-01,FINANCE,,,,,,,,,,,,,,,,,,,,,,Very easy very quick I highly recommend,7,Y,Y,N,,,,,
437790,2542740,,Matthew Reindl,"April 29, 2019",1,this app is poorly coded. my mother doesnt know that chrome is better than internet explorer and she could make a less buggy app. my dumb self paid for premium too. i wamt my money back,2019-05-01,LIFESTYLE,,,,,,,,,,,,,,,,,,,,,,this is poorly my mother doesnt know that chrome is better than explorer and she could make a less buggy my dumb self for premium too i my money back,30,Y,N,Y,,,,1,
617876,3608959,TOCA KITCHEN 2,Aue some,"March 24, 2019",5,I like feeding random people things and grossing them out.,2019-04-07,FAMILY,The wildly popular Toca Kitchen is back!,"50,000,000+",50000000,4.4820485,1133322,487419,True,False,56M,4.1 and up,8.56764672326878E+018,GAME_EDUCATIONAL,FAMILY_PRETEND,Everyone,False,"May 25, 2015",1498726078000,1.2.3-play,"Thanks for playing Toca Kitchen 2!<br>In this version, we&#39;ve made some minor tweaks and changes.<br><br>Happy playing!",com.tocaboca.tocakitchen2,"https://play.google.com/store/apps/details?id=com.tocaboca.tocakitchen2&hl=en&gl=us""appTitle",I like feeding random people and them out,8,Y,N,Y,,,1,,
473185,2606236,"NOTEPAD - NOTES WITH REMINDER, TODO, STICKY NOTES",TheLuckyAzn,"November 19, 2018",4,Perfect for writing down AMAZING adult video for later usage!!,2019-03-13,LIFESTYLE,Take notes at anytime and wherever you go using this free notepad app.,"1,000,000+",1000000,4.798454,49289,20667,True,False,7.6M,4.1 and up,"Lemon,+Inc",LIFESTYLE,,Everyone,True,"Nov 14, 2017",1541439126000,1.2.1,1. Performance enhancement<br>2. User Experience Improvement,notes.notebook.memo.pad.color.notepad.locker,"https://play.google.com/store/apps/details?id=notes.notebook.memo.pad.color.notepad.locker&hl=en&gl=us""appTitle",Perfect for writing down AMAZING adult video for later usage,10,Y,N,Y,,,1,,
817954,4260949,SWEATCOIN PAYS YOU TO GET FIT,,"February 13, 2019",4,its a good app,2019-03-16,HEALTH_AND_FITNESS,Turn your steps to &#39;sweat coins&#39; - digital currency to make you fit and active!,"10,000,000+",10000000,3.8923936,72347,39730,True,False,24M,4.4 and up,Sweatco+Ltd,HEALTH_AND_FITNESS,,Everyone,True,"Apr 9, 2017",1552568104000,14.1,"We update the Sweatcoin app regularly to make earning more effective and fun for you.<br>Please get the latest version for our new features, performance improvements and bug fixes aimed to help you be more physically active.<br>Thank you for walking with Sweatcoin!",in.sweatco.app,"https://play.google.com/store/apps/details?id=in.sweatco.app&hl=en&gl=us""appTitle",its a good,3,Y,N,Y,,,,1,
